clothing_id,review,rating,recommend,validation_result,problem_category
974,"When i saw this jacket in store, i fell in love with it. the colors with the quilting and gold studs are gorgeous. i am 5'3"" 130# 36dd with petite frame. i tried a m on in store and the sleeves were super long and wide. the s was too small across chest and hung open oddly. the jacket is a nice heavy weight and great quality. i ordered a petite m and it was no better. i literally looked like a big marshmallow...a linebacker! the sleeves were so unflattering where it looked like i was wearing pvc",2,False,True,4
974,"This jacket looks like such the statement piece online with the soft focus lens, but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me, it all felt more cloying than clever.

the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i",2,False,True,4
974,"The jacket is cute, it runs small but looks good. i like it even though it feels tight on my arms.",3,True,True,4
964,"Failed to read website description that vest is polyester shearling-lined.that's on me.

beware: pockets decorative only.

runs a size small due to fact vest is polyester shearling-lined.",3,True,False,6
975,"Very pretty but runs tight - i usually wear an 8 or small/med in retailer jackets and couldn't zip up the 8 (am a 36c and thick/broad at the top) as there is no give. this is also more like a fitted shirt, made of lightweight muslin-like fabric. was looking for a summer jacket to wear over knits in a chilly, air conditioned office setting so sadly it didn't work for me. could be cute on someone with a smaller frame over a tank or cami.",3,False,True,4
964,"The color and design/style are cute but i found this to be too oversized. if you want to layer it, then it might be for you, but i was hoping for more of a tailored look.",3,True,True,4
974,"The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans, black pants etc and this did not fit that need. it would be a warm jacket if that is a need.",3,False,True,2
964,"I might be the only odd person out there who think this jacket is not perfect at all. a lot of other reviewers said that the jacket runs small. for me, it's not true at all, i had to go to xxp petite to find the fit acceptable, but it was simply too short (rather than 20"" as it states on the website, it's more like 18""), which is a thing i almost never experienced because i am a petite person! i don't even want to go regular size because it would've been too big. i saw some photos that others po",2,False,True,1
975,"When i tried it on it looked like a stiff bathrobe. straight, too boxy.",3,False,True,4
975,"I wore this blazer for one day, didn't do anything strenuous, and the fabric started to disintegrate along the back, next to the center seam. it's completely unfixable, since it's not the seam that split but the fabric itself. what a waste of money.

as to the fit, it is a boxy cut through the waist. it looks better unbuttoned than buttoned. the jacket also shows a lot of the shirt you have under it, so it's good over something cute.

or, it would be, if it didn't fall apart.",1,False,True,2
975,"I was excited to see this offered by retailer because i have been looking for a light blue summer jacket or blazer that isn't a denim jacket and this seemed to fit the bill. i've ordered several cartonnier blazers in 00p, as early as 2013 and as late as spring 2015, and have been very happy with them. on the plus side i would say that the color is depicted accurately and it does seem like a high quality jacket. but while the shoulders and sleeves were a pretty standard fit for 00p, it was much too",3,False,True,4
975,"I ordered this vest in xxs, since i am usually an xs and was looking for a bit of a tighter fit on such a loose vest. even then, the vest looked like a large. not only was it incredibly loose - much looser than in looks in the picture - but the arm holes were huge too. it just looked too big, not artfully drapey.",2,False,True,4
975,"The fit is so bad and the construction is very poor. i'm 5'1'', 100 lbs, ordered xxs petite. 

first of all, when i button this, there is extreme gaping going on. the vest runs narrow, yet tall?it shifts up my torso if i move at all, making the gaping even worse.

the ""skirt"" at the bottom is made of a very cheap, thin, slightly sheeny material that you would find at a flea market. it arrived unbelievably wrinkled and crumpled, and it was just so thin. it did not meet as closely in the middl",1,False,True,2
964,"The blazer is boxy and less dressy that it seemed online. i could only really wear this in casual situations, and i was hoping to be able to wear it to work as well. it does have an interesting hemline. the shoulders are a bit too narrow for me (but i do have shoulders on the broader side). i don't hate it, but i don't love it either, but it is interesting enough that i'm going to keep it. i ordered a small.",3,False,True,4
984,"I was hesitant to buy this because it is double breasted which isn't my first choice. that was the least of the problems with this jacket. i love sparkle, and i love beautiful detail, none of the elements by themselves was a problem. the sum of the parts didn't work, though. the end result was an unflattering, confusing mess. the silhouette plus the frayed edges, plus the sequins plus the vent in back plus the huge buttons plus the double breast, plus the zipper were just too many things to go t",2,False,True,4
975,"This jacket is cozy, warm, and very cute, but after the 1st washing (according to the manufacturer's instructions) it began to pill and has worsened each time.",3,False,True,2
975,"The button fell off when i took it out of the bag, and i noticed that all of the thread had unraveled. will be returning :-(",2,False,True,2
975,"I agree with a previous reviewer who said that it was very nicely cut, but unfortunately, the materials are so cheap. the ""fleece"" material that it is made out of feels like the cheap polyester fleece blankets that you get at the discount stores. it will pill easily, and is noticeable even in the dark color. i must have gotten one shipped straight from the store, and it was already starting to do some gnarly pilling. i do love the cut of it, but i can't justify keeping it because this won't last",3,False,True,2
975,"I ordered a small, but it was way to big. it was very soft.",2,False,True,1
984,This was completely different than i expected. the xs/s was so large that it looked messy. unfortunately i had to return it.,2,False,True,1
975,"I built a new wardrobe around the three lovely velvet blazers: moss, copper and burgundy. they are soft, well-fitting, pretty linings and very satisfactory. this new version is stiff material, and ill-fitting. not coming in petite is a problem and it may fit others better, but it is too full across the front. with the stiff materials, this is a bad fit. disappointing and going back.",2,False,True,4
984,"Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons, checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down, that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!",3,True,True,4
984,"I like how this jacket is very versatile. you can wear it to work, or play. it does have interesting detail on it, i kept it based on the price and those details. i have the olive color. the arms are a little tight.",3,True,True,4
984,"Was looking more for a tailored, blazer like chino jacket. this was just too bulky. usually wear a 00p, ordered the 00, and could have put a chunky sweater underneath. 5'4'', 110 lbs, 32c for reference.",3,False,True,4
984,"First, the good: i like the basic shape of the jacket, with its crisply cut lapels
and rounded corners at the bottom...the functional pockets (including the
cool watch pocket), the size of the buttons, the color. i got the honey,
and it was lovely and intense,. now, the bad:
i got the regular 8. the jacket is at least an inch too short. although it's
a small, tight 8, the sleeves are strikingly too long. they would have to
be folded, and the lining which would show is not that attractive.",3,False,True,4
984,"This blazer is a nice weight for summer. it is more terracotta than rose, but is still a nice color. the fit is tts and flattering. however, the buttons were almost falling off the one i received. i didn't take this as a sign of great quality and plan to return it.",3,False,True,2
974,"I have blazers in size 8 from this designer and they fit with room to spare. i understand this is a more fitted style, but it is still way too small. size 10 and size 12 were not much bigger. great colors and cute design, but just too small even if you do not plan on buttoning it. i hope they bring back this jacket but make it true to size.",2,False,True,1
974,"This design looks really sharp on the image, but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft, with a gray jersey lining, it felt more like a padded jacket than a constructed blazer.  

i also thought the cut was small if you have a bust larger than a b, i felt like i was busting out of a size 8, and i am a 34d.",3,False,True,3
974,I purchased this jacket in my local store. size 10 and runs really small . i love the color combination and design but the fabric in my opinion is poor quality. i have seen a lot of retailer use this poly spun knit in so much of their items and the jacket after bringing it home and looking in the light was already showing pilling. looks like it is worn in an bad way. returned the next day. this was a big disappointment and every time i see this fabric being used in retailer clothes it makes me mad.,1,False,True,2
974,"This is the tiniest blazer i've ever purchased in a size 10. i usually wear an 8, but sized up based on other reviews and it was still too small. it's very attractive but please size true to size",1,False,True,1
974,"I love the photo of this and because the reviews were so positive i ordered it. i was shocked when i opened the package. first, the fabric is not the silky rayon cotton blend i was expecting. it looks and feels more like a cheap cotton. it does not have the drape or feel or look i expect in a kimono, which brings me to the second disappointment. it is not a kimono at all. it has no kimono sleeve, no sleeves at all in fact. just a slit in the side of the body of the garment you put your arm throu",1,False,True,5
974,"I bought this (because it looks beautiful, is well made, and a high quality piece). when i got it home and tried it on, it did not achieve the look i was going for (boho). instead, it was very drapery and full and big and i felt like i was wearing a ghost costume on halloween. i do love retailer's kimonos and thought i'd love this one. but it's going back. i don't need any more clothes in my closet that i do not absolutely love and want to wear again and again. that is my new criteria for purchasi",3,False,True,4
984,"Very cute coat but could not keep it for the price...just not sure it is worth almost $200,00 (with tax added to cost). when it goes on sale, i will most likely buy it.",3,True,False,8
984,"I tried this on in the store yesterday and i wanted to buy it very much. the jacket would work well for many sleveless tops or dresses all summer, and would work in an office. but, on me, the unusual cut of the arms emphasized the worst part of my arms (saggy or fat area) in a comical manner. if they tried to design a garmet to make arms look bad, the couldnt have done it better. further, the extra material against the body added bulk at my narrowest point (i am hourglass). again, not flattering",3,True,False,4
975,After reading the previous reviews i thought sizing down would be a great idea. as soon as i pulled it out of the bag i knew that the xs/s was still wayyy too big. for reference i am 5'3 and a 34ddd and usually wear an 8 but this thing was enormous. it was shapeless and boxy but done so horribly it looked like i was pregnant. it has an adjustable draw string at the bottom which helps to make you look like a balloon. such a disappointment. the design was lovely and it looked very high quality and,1,False,True,4
975,I'm normally a 10/12 and ordered the m/l. the body was a little big but ok. the arms are really wide. there are snaps to make them tighter but it doesn't do much. i do like the embroidery. it's an ok jacket but the fit could have been better.,3,True,True,4
975,"I don't mind loose-fitting clothing, but to say that this product runs large is an understatement. no amount of pulling, tying, pinching could help me get this jacket to fall the way it does on the model in the photo. the arm holes are a foot in diameter for artistic purposes, and the jacket itself is meant to flow far away from the body, i guess. if you try to taper it in with the strings, then end result resembles a rounded beach ball. very disappointed, especially since the design on the fabr",3,False,True,4
984,The jacket was nice and soft but it was too short on my torso with a cropped fit which i'm not a fan of that style. i returned it.,3,False,True,4
984,"I'm returning this jacket. i tried it on after it was delivered, and was happy with the weight, cut, and color, although it's more dusty mauve than it looks in the picture. however, the stitching and the zipper are of such poor quality that i doubt  it will last very long. i actually can't get the zipper to zip at all. it's very rough and lightweight, and i'm afraid if i keep trying to force it i'll just end up breaking it. sorry to say yet another retailer item turns out to be poor quality.   thi",2,False,True,2
984,"This jacket is just too small for me anyway and i am no way big. i am tall and athletic and this thing looked like it had shrunk in the wash. there are so many better fitting other types out there, this went back",1,False,True,4
984,"How can some reviewers say this jacket is true to size, yet others say it runs small? i think it's because this jacket is cropped. by the time i took advantage of the fall perks 20 percent discount, the xs peach was sold out so i ended up ordering size s. i also got the xs gray to compare. sure enough, the xs looks better but is cropped on me. for ref, i'm 5' 5"", 32a, 115 lbs. i don't really need another almost black jacket so i'm either sized out or have to exchange for xs peach to wear with dr",3,True,False,4
984,Love the jacket! so versatile! would probably order up a size if you like a loose fit.,1,True,False,4
974,"At first i was interested. i liked the color, the soft tencel fabric, the cut in the back. it was all good. they didn't have my size in the store so i had to order it. when it arrived in the mail it was folded up and wrinkled. i tried it on and it looked like a lifeless unstructured blazer. i sent it back. 
all in all, it is cute and fun for warm weather. it is definitely a casual blazer. i'd probably wait for a sale on this one.
it does run tts.",3,True,False,4
964,"I have been looking for an off-white vest and thought this one would be perfect, except it is going back. i am 5'9"" 150 lbs. medium is my normal top size, but this medium was tight even though the design looks relaxed in the picture. no buttons, so no way to close it. unlined and the design and fabric look more casual than the photo. not worth the price.",2,False,True,4
974,I didn't fall in love with this jacket but it was comfortable and seems like it has potential to be flattering on many body types. for reference i tried on a medium and my measurements are 38-30-40.,3,True,True,8
974,"I ordered two of these, the grey and ivory. i have had great luck with jackets and blazers from retailer. these were the exception. i just could not pull them off. the quality was great but they had little shape except being a bit boxy. i do have wider hips. maybe these would look better on someone tall and thin? for reference, i am 5'6 and about 138lbs. i ordered smalls and the sizing was perfect for me, the style was just off. i had to return both.",3,False,True,4
975,"This vest looked so cute online but it's a disaster. the quilting is so bulky that the drawstring doesn't work properly and it just hangs. itlooks like something out of a costume closet that could be used for a peasant farmhand or a zombie movie. seriously, it's bad.",1,False,True,4
975,"This is a cute item at a good price point, though the lack of lining in cartonnier items drives me batty. unfortunately, the wool is so itchy i could not tolerate it more than a second.",2,False,True,3
975,"1. this looks so cute on the model, doesn't it? i have no idea where you wear a suit with hot pants, but it looks cute.

2. that said, keep in mind the model is probably 6 feet 10 inches tall. i'm 5 feet 6 inches tall, and this jacket came down to my knees. i'm not kidding. the 3/4 length sleeves were at my wrist, so more like 7/8 sleeves.

3. i'm normally a size 12 in cartonnier jackets, but this only comes s, m or l. the medium is really a size 10, which was too tight across the shoulders and",1,False,True,4
984,This jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,3,False,True,4
984,"I wanted this jacket to fit on me like in the photo, but i guess my frame was still to petite. the fabric was also on the cheap end",1,False,True,4
975,"I really, really wanted to love this jacket. unfortunately, i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6"", but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",3,False,True,4
975,"Gorgeous, but the trim detail on both in-store coats was already trashed and falling apart. for $218 and it can't even make it out of the store intact? i love the look but didn't want it to fall apart. they should've done an extra reinforcing stitch on the trim. such a shame!!",3,False,True,2
964,I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.,3,False,True,6
